Timestamp,Symbol,LTP,Volume
1766754292.4944804,NSE_FO|NIFTY23OCT19500CE,19499.81,6
1767084619.8769982,NSE_FO|NIFTY23OCT19500CE,19502.98,4
1767084620.393936,NSE_FO|NIFTY23OCT19500CE,19502.49,5
1767084620.9076924,NSE_FO|NIFTY23OCT19500CE,19501.34,8
1767084621.411094,NSE_FO|NIFTY23OCT19500CE,19501.21,7
1767084621.9208739,NSE_FO|NIFTY23OCT19500CE,19500.12,7
1767084622.4236946,NSE_FO|NIFTY23OCT19500CE,19501.04,5
1767084622.9386756,NSE_FO|NIFTY23OCT19500CE,19502.35,10
1767084623.4567273,NSE_FO|NIFTY23OCT19500CE,19502.23,2
1767084623.9591856,NSE_FO|NIFTY23OCT19500CE,19501.96,5
1767084624.4642804,NSE_FO|NIFTY23OCT19500CE,19500.01,1
1767084624.9781165,NSE_FO|NIFTY23OCT19500CE,19499.08,10
1767084625.4926598,NSE_FO|NIFTY23OCT19500CE,19498.05,10
1767084625.9988651,NSE_FO|NIFTY23OCT19500CE,19497.91,10
1767084626.5007255,NSE_FO|NIFTY23OCT19500CE,19499.1,5
1767084627.008297,NSE_FO|NIFTY23OCT19500CE,19500.27,4
1767084627.5195892,NSE_FO|NIFTY23OCT19500CE,19502.01,8
1767084628.0312974,NSE_FO|NIFTY23OCT19500CE,19502.72,6
1767084628.5477288,NSE_FO|NIFTY23OCT19500CE,19504.06,8
1767084629.0660574,NSE_FO|NIFTY23OCT19500CE,19502.79,8
1767084629.58201,NSE_FO|NIFTY23OCT19500CE,19500.8,10
1767084630.0972145,NSE_FO|NIFTY23OCT19500CE,19500.71,10
1767084630.608712,NSE_FO|NIFTY23OCT19500CE,19500.0,8
1767084631.1171064,NSE_FO|NIFTY23OCT19500CE,19499.25,2
1767084631.6198294,NSE_FO|NIFTY23OCT19500CE,19498.87,4
1767084632.1249375,NSE_FO|NIFTY23OCT19500CE,19498.1,1
1767084632.6362119,NSE_FO|NIFTY23OCT19500CE,19496.82,1
1767084633.1380808,NSE_FO|NIFTY23OCT19500CE,19498.18,6
1767084633.6547055,NSE_FO|NIFTY23OCT19500CE,19498.94,3
1767084634.172718,NSE_FO|NIFTY23OCT19500CE,19501.14,2
1767084634.6879196,NSE_FO|NIFTY23OCT19500CE,19500.89,6
1767084635.1912441,NSE_FO|NIFTY23OCT19500CE,19500.93,4
1767084635.706542,NSE_FO|NIFTY23OCT19500CE,19501.89,2
1767084636.223754,NSE_FO|NIFTY23OCT19500CE,19500.2,8
1767084636.7404892,NSE_FO|NIFTY23OCT19500CE,19499.35,4
1767084637.2581494,NSE_FO|NIFTY23OCT19500CE,19500.03,4
1767084637.7750583,NSE_FO|NIFTY23OCT19500CE,19499.83,6
1767084638.2921293,NSE_FO|NIFTY23OCT19500CE,19502.44,2
1767084638.8115804,NSE_FO|NIFTY23OCT19500CE,19504.05,8
1767084639.3216102,NSE_FO|NIFTY23OCT19500CE,19504.08,4
1767084639.822828,NSE_FO|NIFTY23OCT19500CE,19505.22,2
1767084640.3283844,NSE_FO|NIFTY23OCT19500CE,19507.11,6
1767084640.8334181,NSE_FO|NIFTY23OCT19500CE,19508.39,9
1767084641.3409176,NSE_FO|NIFTY23OCT19500CE,19508.09,8
1767084641.845835,NSE_FO|NIFTY23OCT19500CE,19510.19,6
1767084642.360562,NSE_FO|NIFTY23OCT19500CE,19509.97,10
1767084642.8684936,NSE_FO|NIFTY23OCT19500CE,19511.51,9
1767084643.3750694,NSE_FO|NIFTY23OCT19500CE,19511.2,10
1767084643.877604,NSE_FO|NIFTY23OCT19500CE,19512.61,2
1767084644.380724,NSE_FO|NIFTY23OCT19500CE,19511.24,8
1767084644.891652,NSE_FO|NIFTY23OCT19500CE,19510.71,3
1767084645.3955617,NSE_FO|NIFTY23OCT19500CE,19513.21,6
1767084645.899453,NSE_FO|NIFTY23OCT19500CE,19514.15,2
1767084646.413934,NSE_FO|NIFTY23OCT19500CE,19515.81,6
1767084646.9221978,NSE_FO|NIFTY23OCT19500CE,19514.83,8
1767084647.427099,NSE_FO|NIFTY23OCT19500CE,19516.12,1
1767084647.93843,NSE_FO|NIFTY23OCT19500CE,19517.71,9
1767084648.4410694,NSE_FO|NIFTY23OCT19500CE,19518.24,3
1767084648.9451923,NSE_FO|NIFTY23OCT19500CE,19517.47,5
1767084649.4499044,NSE_FO|NIFTY23OCT19500CE,19519.86,3
1767084649.9553542,NSE_FO|NIFTY23OCT19500CE,19519.21,8
1767084650.4616466,NSE_FO|NIFTY23OCT19500CE,19518.38,10
1767084650.970053,NSE_FO|NIFTY23OCT19500CE,19516.72,7
1767084651.4723835,NSE_FO|NIFTY23OCT19500CE,19518.44,10
1767084651.9841897,NSE_FO|NIFTY23OCT19500CE,19517.95,7
1767084652.4989445,NSE_FO|NIFTY23OCT19500CE,19518.38,8
1767084653.003975,NSE_FO|NIFTY23OCT19500CE,19517.83,2
1767084653.5197716,NSE_FO|NIFTY23OCT19500CE,19518.11,8
1767084654.0261686,NSE_FO|NIFTY23OCT19500CE,19519.56,9
1767084654.5306554,NSE_FO|NIFTY23OCT19500CE,19520.92,9
1767084655.0433867,NSE_FO|NIFTY23OCT19500CE,19522.69,1
1767084655.5460503,NSE_FO|NIFTY23OCT19500CE,19523.2,8
1767084656.0567293,NSE_FO|NIFTY23OCT19500CE,19524.78,6
1767084656.563375,NSE_FO|NIFTY23OCT19500CE,19527.0,4
1767084657.075582,NSE_FO|NIFTY23OCT19500CE,19526.99,1
1767084657.5854392,NSE_FO|NIFTY23OCT19500CE,19528.14,10
1767084658.1009493,NSE_FO|NIFTY23OCT19500CE,19529.12,9
1767084658.606294,NSE_FO|NIFTY23OCT19500CE,19530.4,8
1767084659.1104178,NSE_FO|NIFTY23OCT19500CE,19531.17,2
1767084659.617008,NSE_FO|NIFTY23OCT19500CE,19529.34,8
1767084660.120641,NSE_FO|NIFTY23OCT19500CE,19529.15,7
1767084660.6258268,NSE_FO|NIFTY23OCT19500CE,19529.72,6
1767084661.1407459,NSE_FO|NIFTY23OCT19500CE,19531.82,8
1767084661.656957,NSE_FO|NIFTY23OCT19500CE,19531.61,3
1767084662.1595154,NSE_FO|NIFTY23OCT19500CE,19533.93,2
1767084662.6755123,NSE_FO|NIFTY23OCT19500CE,19535.02,5
1767084663.1861637,NSE_FO|NIFTY23OCT19500CE,19533.51,10
1767084663.6998925,NSE_FO|NIFTY23OCT19500CE,19533.16,6
1767084664.2085989,NSE_FO|NIFTY23OCT19500CE,19533.08,1
1767084664.715428,NSE_FO|NIFTY23OCT19500CE,19534.56,3
1767084665.2218945,NSE_FO|NIFTY23OCT19500CE,19536.81,10
1767084665.736875,NSE_FO|NIFTY23OCT19500CE,19539.67,7
1767084666.2446625,NSE_FO|NIFTY23OCT19500CE,19539.1,10
1767084666.7537332,NSE_FO|NIFTY23OCT19500CE,19541.49,4
1767084667.2663667,NSE_FO|NIFTY23OCT19500CE,19542.59,9
1767084667.778998,NSE_FO|NIFTY23OCT19500CE,19542.11,2
1767084668.2947211,NSE_FO|NIFTY23OCT19500CE,19541.15,1
1767084668.7995276,NSE_FO|NIFTY23OCT19500CE,19543.21,7
1767084669.3064983,NSE_FO|NIFTY23OCT19500CE,19545.92,3
1767084669.8096762,NSE_FO|NIFTY23OCT19500CE,19544.45,8
1767084670.322839,NSE_FO|NIFTY23OCT19500CE,19544.68,8
1767084670.835987,NSE_FO|NIFTY23OCT19500CE,19544.49,10
1767084671.340657,NSE_FO|NIFTY23OCT19500CE,19542.93,8
1767084671.8590848,NSE_FO|NIFTY23OCT19500CE,19543.77,10
1767084672.3755357,NSE_FO|NIFTY23OCT19500CE,19544.33,7
1767084672.8776367,NSE_FO|NIFTY23OCT19500CE,19543.09,10
1767084673.379015,NSE_FO|NIFTY23OCT19500CE,19545.87,3
1767084673.8832145,NSE_FO|NIFTY23OCT19500CE,19547.76,6
1767084674.3871925,NSE_FO|NIFTY23OCT19500CE,19546.16,4
1767084674.8884094,NSE_FO|NIFTY23OCT19500CE,19546.43,6
1767084675.395465,NSE_FO|NIFTY23OCT19500CE,19545.14,1
1767084675.8983622,NSE_FO|NIFTY23OCT19500CE,19546.57,4
1767084676.414959,NSE_FO|NIFTY23OCT19500CE,19545.61,7
1767084676.925361,NSE_FO|NIFTY23OCT19500CE,19545.41,4
1767084677.4400883,NSE_FO|NIFTY23OCT19500CE,19546.7,9
1767084677.9478366,NSE_FO|NIFTY23OCT19500CE,19545.65,3
1767084678.4514096,NSE_FO|NIFTY23OCT19500CE,19546.99,7
1767084678.9568517,NSE_FO|NIFTY23OCT19500CE,19545.2,2
1767084679.473419,NSE_FO|NIFTY23OCT19500CE,19545.1,1
1767084679.9876041,NSE_FO|NIFTY23OCT19500CE,19543.89,10
1767084680.4919982,NSE_FO|NIFTY23OCT19500CE,19543.62,6
1767084680.993955,NSE_FO|NIFTY23OCT19500CE,19544.98,9
1767084681.5081933,NSE_FO|NIFTY23OCT19500CE,19544.79,9
1767084682.0116124,NSE_FO|NIFTY23OCT19500CE,19543.4,3
1767084682.5188787,NSE_FO|NIFTY23OCT19500CE,19542.28,9
1767084683.0200558,NSE_FO|NIFTY23OCT19500CE,19542.25,2
1767084683.5293143,NSE_FO|NIFTY23OCT19500CE,19541.25,3
1767084684.0449748,NSE_FO|NIFTY23OCT19500CE,19542.44,2
1767084684.54887,NSE_FO|NIFTY23OCT19500CE,19541.41,10
1767084685.0505295,NSE_FO|NIFTY23OCT19500CE,19540.65,6
1767084685.5519068,NSE_FO|NIFTY23OCT19500CE,19539.16,10
1767084686.0533984,NSE_FO|NIFTY23OCT19500CE,19537.43,9
1767084686.5636845,NSE_FO|NIFTY23OCT19500CE,19535.84,1
1767084687.0699437,NSE_FO|NIFTY23OCT19500CE,19535.31,5
1767084687.5822487,NSE_FO|NIFTY23OCT19500CE,19536.27,10
1767084688.0845215,NSE_FO|NIFTY23OCT19500CE,19536.88,9
1767084688.5861685,NSE_FO|NIFTY23OCT19500CE,19538.76,10
1767084689.1001227,NSE_FO|NIFTY23OCT19500CE,19538.27,4
1767084689.6026988,NSE_FO|NIFTY23OCT19500CE,19541.0,8
1767084690.1044307,NSE_FO|NIFTY23OCT19500CE,19543.8,10
1767084690.6056182,NSE_FO|NIFTY23OCT19500CE,19542.84,9
1767084691.1067758,NSE_FO|NIFTY23OCT19500CE,19543.61,8
1767084691.6213236,NSE_FO|NIFTY23OCT19500CE,19546.57,8
1767084692.1228273,NSE_FO|NIFTY23OCT19500CE,19548.76,1
1767084692.635172,NSE_FO|NIFTY23OCT19500CE,19547.84,10
1767084693.1362548,NSE_FO|NIFTY23OCT19500CE,19550.69,9
1767084693.6408823,NSE_FO|NIFTY23OCT19500CE,19551.23,6
1767084694.1552827,NSE_FO|NIFTY23OCT19500CE,19549.36,9
1767084694.6707342,NSE_FO|NIFTY23OCT19500CE,19550.77,5
1767084695.173798,NSE_FO|NIFTY23OCT19500CE,19552.91,1
1767084695.6888094,NSE_FO|NIFTY23OCT19500CE,19553.58,8
1767084696.19363,NSE_FO|NIFTY23OCT19500CE,19555.97,1
1767084696.7063978,NSE_FO|NIFTY23OCT19500CE,19554.29,3
1767084697.2108405,NSE_FO|NIFTY23OCT19500CE,19554.08,9
1767084697.725346,NSE_FO|NIFTY23OCT19500CE,19555.79,8
1767084698.227785,NSE_FO|NIFTY23OCT19500CE,19556.63,4
1767084698.740792,NSE_FO|NIFTY23OCT19500CE,19556.67,8
1767084699.2436671,NSE_FO|NIFTY23OCT19500CE,19558.17,4
1767084699.7460656,NSE_FO|NIFTY23OCT19500CE,19560.41,4
1767084700.2596872,NSE_FO|NIFTY23OCT19500CE,19559.36,8
1767084700.7751107,NSE_FO|NIFTY23OCT19500CE,19560.87,4
1767084701.2769458,NSE_FO|NIFTY23OCT19500CE,19562.37,3
1767084701.7806973,NSE_FO|NIFTY23OCT19500CE,19560.62,8
1767084702.2944527,NSE_FO|NIFTY23OCT19500CE,19561.13,5
1767084702.7955859,NSE_FO|NIFTY23OCT19500CE,19562.7,4
1767084703.3118415,NSE_FO|NIFTY23OCT19500CE,19561.38,4
1767084703.8142362,NSE_FO|NIFTY23OCT19500CE,19561.74,10
1767084704.3293624,NSE_FO|NIFTY23OCT19500CE,19561.53,5
1767084704.831822,NSE_FO|NIFTY23OCT19500CE,19561.2,1
1767084705.3466513,NSE_FO|NIFTY23OCT19500CE,19561.55,4
1767084705.8490884,NSE_FO|NIFTY23OCT19500CE,19564.12,10
1767084706.3506463,NSE_FO|NIFTY23OCT19500CE,19562.15,3
1767084706.8521652,NSE_FO|NIFTY23OCT19500CE,19563.16,4
1767084707.3681483,NSE_FO|NIFTY23OCT19500CE,19563.97,9
1767084707.882436,NSE_FO|NIFTY23OCT19500CE,19562.2,8
1767084708.3877964,NSE_FO|NIFTY23OCT19500CE,19564.67,1
1767084708.9022274,NSE_FO|NIFTY23OCT19500CE,19567.6,9
1767084709.4129467,NSE_FO|NIFTY23OCT19500CE,19568.67,3
1767084709.9173114,NSE_FO|NIFTY23OCT19500CE,19568.45,1
1767084710.4210327,NSE_FO|NIFTY23OCT19500CE,19568.02,8
1767084710.9360764,NSE_FO|NIFTY23OCT19500CE,19570.87,1
1767084711.4503636,NSE_FO|NIFTY23OCT19500CE,19572.45,9
1767084711.9523952,NSE_FO|NIFTY23OCT19500CE,19575.13,9
1767084712.4557784,NSE_FO|NIFTY23OCT19500CE,19578.02,9
1767084712.958311,NSE_FO|NIFTY23OCT19500CE,19576.12,8
1767084713.4593713,NSE_FO|NIFTY23OCT19500CE,19578.88,3
1767084713.9706187,NSE_FO|NIFTY23OCT19500CE,19580.95,7
1767084714.486695,NSE_FO|NIFTY23OCT19500CE,19580.09,7
1767084714.9884608,NSE_FO|NIFTY23OCT19500CE,19579.44,5
1767084715.5052273,NSE_FO|NIFTY23OCT19500CE,19579.61,6
1767084716.0214324,NSE_FO|NIFTY23OCT19500CE,19579.93,7
1767084716.5238173,NSE_FO|NIFTY23OCT19500CE,19581.29,4
1767084717.025273,NSE_FO|NIFTY23OCT19500CE,19580.31,1
1767084717.5420275,NSE_FO|NIFTY23OCT19500CE,19581.35,4
1767084718.0439248,NSE_FO|NIFTY23OCT19500CE,19582.79,6
1767084718.559834,NSE_FO|NIFTY23OCT19500CE,19581.1,9
1767084719.0614574,NSE_FO|NIFTY23OCT19500CE,19584.05,6
1767084719.5752347,NSE_FO|NIFTY23OCT19500CE,19583.07,8
1767084720.0785153,NSE_FO|NIFTY23OCT19500CE,19585.44,3
1767084720.5801709,NSE_FO|NIFTY23OCT19500CE,19585.25,3
1767084721.0949306,NSE_FO|NIFTY23OCT19500CE,19583.77,10
1767084721.6094422,NSE_FO|NIFTY23OCT19500CE,19586.34,9
1767084722.1119611,NSE_FO|NIFTY23OCT19500CE,19588.22,1
1767084722.6140616,NSE_FO|NIFTY23OCT19500CE,19586.27,9
1767084723.131351,NSE_FO|NIFTY23OCT19500CE,19586.86,3
1767084723.632967,NSE_FO|NIFTY23OCT19500CE,19585.32,3
1767084724.144855,NSE_FO|NIFTY23OCT19500CE,19586.75,2
1767084724.649252,NSE_FO|NIFTY23OCT19500CE,19587.73,3
1767084725.1504116,NSE_FO|NIFTY23OCT19500CE,19586.92,1
1767084725.663621,NSE_FO|NIFTY23OCT19500CE,19588.66,9
1767084726.1673646,NSE_FO|NIFTY23OCT19500CE,19587.26,10
1767084726.6811638,NSE_FO|NIFTY23OCT19500CE,19588.46,6
1767084727.1970947,NSE_FO|NIFTY23OCT19500CE,19587.18,5
1767084727.7002747,NSE_FO|NIFTY23OCT19500CE,19586.58,3
1767084728.2026515,NSE_FO|NIFTY23OCT19500CE,19586.3,7
1767084728.7162266,NSE_FO|NIFTY23OCT19500CE,19588.18,5
1767084729.2318306,NSE_FO|NIFTY23OCT19500CE,19586.19,1
1767084729.7330434,NSE_FO|NIFTY23OCT19500CE,19587.55,9
1767084730.2368183,NSE_FO|NIFTY23OCT19500CE,19585.73,2
1767084730.7511086,NSE_FO|NIFTY23OCT19500CE,19587.37,8
1767084731.2528932,NSE_FO|NIFTY23OCT19500CE,19586.08,5
1767084731.7682095,NSE_FO|NIFTY23OCT19500CE,19584.36,1
1767084732.2712975,NSE_FO|NIFTY23OCT19500CE,19587.04,1
1767084732.7728305,NSE_FO|NIFTY23OCT19500CE,19588.99,8
1767084733.274574,NSE_FO|NIFTY23OCT19500CE,19589.69,4
1767084733.7855434,NSE_FO|NIFTY23OCT19500CE,19590.84,1
1767084734.2874024,NSE_FO|NIFTY23OCT19500CE,19589.55,5
1767084734.8041306,NSE_FO|NIFTY23OCT19500CE,19589.62,6
1767084735.305536,NSE_FO|NIFTY23OCT19500CE,19587.71,2
1767084735.809376,NSE_FO|NIFTY23OCT19500CE,19585.91,2
1767084736.322443,NSE_FO|NIFTY23OCT19500CE,19587.81,8
1767084736.838792,NSE_FO|NIFTY23OCT19500CE,19587.29,5
1767084737.3432248,NSE_FO|NIFTY23OCT19500CE,19590.19,9
1767084737.844516,NSE_FO|NIFTY23OCT19500CE,19588.96,5
1767084738.3583252,NSE_FO|NIFTY23OCT19500CE,19589.38,10
1767084738.8734,NSE_FO|NIFTY23OCT19500CE,19589.32,8
1767084739.3835728,NSE_FO|NIFTY23OCT19500CE,19592.29,4
1767084739.890957,NSE_FO|NIFTY23OCT19500CE,19593.03,6
1767084740.3927836,NSE_FO|NIFTY23OCT19500CE,19593.6,3
1767084740.8961275,NSE_FO|NIFTY23OCT19500CE,19594.28,8
1767084741.3982608,NSE_FO|NIFTY23OCT19500CE,19595.31,2
1767084741.9097073,NSE_FO|NIFTY23OCT19500CE,19596.47,1
1767084742.4110508,NSE_FO|NIFTY23OCT19500CE,19598.96,5
1767084742.9129705,NSE_FO|NIFTY23OCT19500CE,19599.82,4
1767084743.4146245,NSE_FO|NIFTY23OCT19500CE,19598.69,9
1767084743.9155831,NSE_FO|NIFTY23OCT19500CE,19599.4,4
1767084744.4340243,NSE_FO|NIFTY23OCT19500CE,19600.31,5
1767084744.9498296,NSE_FO|NIFTY23OCT19500CE,19600.28,8
1767084745.4626675,NSE_FO|NIFTY23OCT19500CE,19600.76,6
1767084745.9676216,NSE_FO|NIFTY23OCT19500CE,19600.33,8
1767084746.4802535,NSE_FO|NIFTY23OCT19500CE,19599.62,7
1767084746.9829981,NSE_FO|NIFTY23OCT19500CE,19598.13,7
1767084747.4941332,NSE_FO|NIFTY23OCT19500CE,19597.98,4
1767084747.9993274,NSE_FO|NIFTY23OCT19500CE,19598.22,1
1767084748.5151627,NSE_FO|NIFTY23OCT19500CE,19597.06,6
1767084749.0197234,NSE_FO|NIFTY23OCT19500CE,19597.84,6
1767084749.5348673,NSE_FO|NIFTY23OCT19500CE,19597.96,2
