Timestamp,Symbol,LTP,Volume
1767086253.9910634,NSE_FO|NIFTY,19497.61,5
1767087724.4295955,NSE_FO|NIFTY,19509.28,9
1767087724.9309115,NSE_FO|NIFTY,19509.35,7
1767087725.4332764,NSE_FO|NIFTY,19511.5,10
1767087725.9484465,NSE_FO|NIFTY,19510.61,3
1767087726.464765,NSE_FO|NIFTY,19510.84,10
1767087726.9664812,NSE_FO|NIFTY,19512.64,9
1767087727.482337,NSE_FO|NIFTY,19511.73,6
1767087727.9838464,NSE_FO|NIFTY,19511.2,8
1767087728.4954872,NSE_FO|NIFTY,19510.95,3
1767087729.0059917,NSE_FO|NIFTY,19510.05,10
1767087729.5154047,NSE_FO|NIFTY,19508.29,8
1767087730.0189753,NSE_FO|NIFTY,19508.55,5
1767087730.5333838,NSE_FO|NIFTY,19507.14,4
1767087731.0498676,NSE_FO|NIFTY,19506.53,7
1767087731.5520763,NSE_FO|NIFTY,19506.75,5
1767087732.0551658,NSE_FO|NIFTY,19507.19,10
1767087732.5628862,NSE_FO|NIFTY,19508.34,6
1767087733.096521,NSE_FO|NIFTY,19507.57,6
1767087733.606106,NSE_FO|NIFTY,19510.5,1
1767087734.1313634,NSE_FO|NIFTY,19513.41,10
1767087734.6371064,NSE_FO|NIFTY,19514.01,6
1767087735.139349,NSE_FO|NIFTY,19512.75,5
1767087735.6486983,NSE_FO|NIFTY,19512.4,3
1767087736.1607037,NSE_FO|NIFTY,19513.11,8
1767087736.6681678,NSE_FO|NIFTY,19514.53,8
1767087737.180249,NSE_FO|NIFTY,19514.12,6
1767087737.7193103,NSE_FO|NIFTY,19513.59,3
1767087738.2270327,NSE_FO|NIFTY,19512.68,4
1767087738.7399597,NSE_FO|NIFTY,19512.89,7
1767087739.2430658,NSE_FO|NIFTY,19515.75,9
1767087739.7599716,NSE_FO|NIFTY,19517.75,5
1767087740.2716587,NSE_FO|NIFTY,19518.06,10
1767087740.7867074,NSE_FO|NIFTY,19519.57,3
1767087741.288707,NSE_FO|NIFTY,19518.89,9
1767087741.796196,NSE_FO|NIFTY,19520.97,6
1767087742.3143275,NSE_FO|NIFTY,19519.37,10
1767087742.8255877,NSE_FO|NIFTY,19520.48,7
1767087743.3419347,NSE_FO|NIFTY,19519.89,6
1767087743.8508196,NSE_FO|NIFTY,19520.05,6
1767087744.3532434,NSE_FO|NIFTY,19522.19,9
1767087744.8624415,NSE_FO|NIFTY,19520.5,6
1767087745.3726966,NSE_FO|NIFTY,19520.13,9
1767087745.874966,NSE_FO|NIFTY,19520.66,3
1767087746.3818867,NSE_FO|NIFTY,19522.8,6
1767087746.8970528,NSE_FO|NIFTY,19525.21,10
1767087747.4119995,NSE_FO|NIFTY,19527.0,4
1767087747.915517,NSE_FO|NIFTY,19526.62,2
1767087748.4314456,NSE_FO|NIFTY,19528.78,7
1767087748.9356408,NSE_FO|NIFTY,19529.55,1
1767087749.452042,NSE_FO|NIFTY,19528.61,5
1767087749.9639866,NSE_FO|NIFTY,19529.9,7
1767087750.4702983,NSE_FO|NIFTY,19530.27,2
1767087750.9807024,NSE_FO|NIFTY,19532.62,5
1767087751.4818795,NSE_FO|NIFTY,19534.4,6
1767087751.9840202,NSE_FO|NIFTY,19535.31,3
1767087752.500275,NSE_FO|NIFTY,19533.79,9
1767087753.0055017,NSE_FO|NIFTY,19534.36,5
1767087753.5206769,NSE_FO|NIFTY,19535.31,8
1767087754.025877,NSE_FO|NIFTY,19537.95,4
1767087754.5382082,NSE_FO|NIFTY,19540.04,2
1767087755.0543425,NSE_FO|NIFTY,19538.23,9
1767087755.556559,NSE_FO|NIFTY,19540.34,5
1767087756.0591264,NSE_FO|NIFTY,19541.31,9
1767087756.5620086,NSE_FO|NIFTY,19539.73,4
1767087757.0779219,NSE_FO|NIFTY,19540.87,1
1767087757.5838816,NSE_FO|NIFTY,19541.9,2
1767087758.0900364,NSE_FO|NIFTY,19544.57,5
1767087758.5935867,NSE_FO|NIFTY,19543.25,3
1767087759.099724,NSE_FO|NIFTY,19542.64,10
1767087759.605623,NSE_FO|NIFTY,19541.61,10
1767087760.1115782,NSE_FO|NIFTY,19542.46,1
1767087760.6282194,NSE_FO|NIFTY,19542.24,3
1767087761.1443117,NSE_FO|NIFTY,19542.72,6
1767087761.6595306,NSE_FO|NIFTY,19543.14,8
1767087762.1626284,NSE_FO|NIFTY,19544.43,7
1767087762.679033,NSE_FO|NIFTY,19543.67,9
1767087763.181767,NSE_FO|NIFTY,19545.05,2
1767087763.6957579,NSE_FO|NIFTY,19547.7,9
1767087764.1976392,NSE_FO|NIFTY,19547.88,4
1767087764.7140234,NSE_FO|NIFTY,19546.29,6
1767087765.2282207,NSE_FO|NIFTY,19544.68,1
1767087765.7299201,NSE_FO|NIFTY,19547.34,6
1767087766.2323487,NSE_FO|NIFTY,19548.64,2
1767087766.73665,NSE_FO|NIFTY,19550.64,3
1767087767.2484674,NSE_FO|NIFTY,19549.32,3
1767087767.7501464,NSE_FO|NIFTY,19550.25,6
1767087768.2512863,NSE_FO|NIFTY,19549.74,9
1767087768.767973,NSE_FO|NIFTY,19549.83,9
1767087769.2695808,NSE_FO|NIFTY,19549.09,5
1767087769.7840288,NSE_FO|NIFTY,19551.83,3
1767087770.2850444,NSE_FO|NIFTY,19553.39,3
1767087770.7872498,NSE_FO|NIFTY,19556.36,6
1767087771.3013182,NSE_FO|NIFTY,19557.44,6
1767087771.80503,NSE_FO|NIFTY,19556.72,7
1767087772.3207114,NSE_FO|NIFTY,19558.34,8
1767087772.8376365,NSE_FO|NIFTY,19560.91,6
1767087773.353992,NSE_FO|NIFTY,19562.68,4
1767087773.8552544,NSE_FO|NIFTY,19562.93,7
1767087774.3574224,NSE_FO|NIFTY,19563.25,5
1767087774.8704066,NSE_FO|NIFTY,19561.45,4
1767087775.3728373,NSE_FO|NIFTY,19562.47,3
1767087775.8735726,NSE_FO|NIFTY,19564.87,2
1767087776.3751209,NSE_FO|NIFTY,19565.85,4
1767087776.89119,NSE_FO|NIFTY,19566.91,3
1767087777.407419,NSE_FO|NIFTY,19567.76,10
1767087777.9085877,NSE_FO|NIFTY,19570.34,9
1767087778.410405,NSE_FO|NIFTY,19572.32,9
1767087778.9258456,NSE_FO|NIFTY,19571.78,7
1767087779.427653,NSE_FO|NIFTY,19572.09,5
1767087779.9435024,NSE_FO|NIFTY,19573.67,4
1767087780.4596856,NSE_FO|NIFTY,19574.83,9
1767087780.9612272,NSE_FO|NIFTY,19575.45,8
1767087781.4649189,NSE_FO|NIFTY,19574.58,7
1767087781.9788988,NSE_FO|NIFTY,19576.72,3
1767087782.4806318,NSE_FO|NIFTY,19577.09,3
1767087782.9838836,NSE_FO|NIFTY,19578.98,6
1767087783.4965377,NSE_FO|NIFTY,19579.08,10
1767087784.012834,NSE_FO|NIFTY,19578.98,1
1767087784.5139272,NSE_FO|NIFTY,19580.19,10
1767087785.0309672,NSE_FO|NIFTY,19581.34,2
1767087785.5328217,NSE_FO|NIFTY,19582.09,5
1767087786.0484188,NSE_FO|NIFTY,19580.54,5
1767087786.5490072,NSE_FO|NIFTY,19582.28,4
1767087787.0522377,NSE_FO|NIFTY,19581.48,4
1767087787.5528533,NSE_FO|NIFTY,19583.59,1
1767087788.0546157,NSE_FO|NIFTY,19586.08,8
1767087788.567819,NSE_FO|NIFTY,19588.25,6
1767087789.0697298,NSE_FO|NIFTY,19587.19,9
1767087789.5708709,NSE_FO|NIFTY,19587.98,10
1767087790.072323,NSE_FO|NIFTY,19590.53,8
1767087790.5869043,NSE_FO|NIFTY,19593.53,6
1767087791.1008186,NSE_FO|NIFTY,19591.79,9
1767087791.6024506,NSE_FO|NIFTY,19594.0,7
1767087792.118201,NSE_FO|NIFTY,19592.12,8
1767087792.6218522,NSE_FO|NIFTY,19590.84,5
1767087793.137487,NSE_FO|NIFTY,19592.94,10
1767087793.6394966,NSE_FO|NIFTY,19590.96,7
1767087794.1530569,NSE_FO|NIFTY,19589.67,10
1767087794.6560721,NSE_FO|NIFTY,19588.87,5
1767087795.157678,NSE_FO|NIFTY,19589.02,7
1767087795.6737847,NSE_FO|NIFTY,19588.16,7
1767087796.1900768,NSE_FO|NIFTY,19590.08,10
1767087796.6913924,NSE_FO|NIFTY,19589.91,1
1767087797.207063,NSE_FO|NIFTY,19588.43,3
1767087797.7084653,NSE_FO|NIFTY,19591.39,5
1767087798.2238178,NSE_FO|NIFTY,19594.32,7
1767087798.7250175,NSE_FO|NIFTY,19596.14,1
1767087799.234181,NSE_FO|NIFTY,19597.05,8
1767087799.740513,NSE_FO|NIFTY,19596.62,6
1767087800.2559762,NSE_FO|NIFTY,19599.02,1
1767087800.7622588,NSE_FO|NIFTY,19599.79,5
1767087801.2787905,NSE_FO|NIFTY,19598.37,3
1767087801.7827911,NSE_FO|NIFTY,19598.71,9
1767087802.2951553,NSE_FO|NIFTY,19599.5,7
1767087802.7984188,NSE_FO|NIFTY,19599.14,4
1767087803.3141289,NSE_FO|NIFTY,19601.41,5
1767087803.8294177,NSE_FO|NIFTY,19601.62,7
1767087804.3321974,NSE_FO|NIFTY,19600.63,10
1767087804.846606,NSE_FO|NIFTY,19602.44,2
1767087805.3481631,NSE_FO|NIFTY,19605.24,8
1767087805.8496587,NSE_FO|NIFTY,19606.7,9
1767087806.3519301,NSE_FO|NIFTY,19609.19,9
1767087806.8650827,NSE_FO|NIFTY,19608.82,8
1767087807.3674977,NSE_FO|NIFTY,19609.87,4
1767087807.8832462,NSE_FO|NIFTY,19611.68,1
1767087808.3852305,NSE_FO|NIFTY,19612.94,2
1767087808.900727,NSE_FO|NIFTY,19611.35,6
1767087809.4014068,NSE_FO|NIFTY,19611.56,4
1767087809.91799,NSE_FO|NIFTY,19609.7,8
1767087810.4200134,NSE_FO|NIFTY,19609.77,1
1767087810.9358058,NSE_FO|NIFTY,19610.52,8
1767087811.436763,NSE_FO|NIFTY,19609.01,8
1767087811.9518757,NSE_FO|NIFTY,19607.22,7
1767087812.4544466,NSE_FO|NIFTY,19606.12,1
1767087812.9611251,NSE_FO|NIFTY,19605.27,3
1767087813.4714699,NSE_FO|NIFTY,19605.76,2
1767087813.9876757,NSE_FO|NIFTY,19607.94,6
1767087814.4895487,NSE_FO|NIFTY,19607.55,10
1767087814.9914386,NSE_FO|NIFTY,19608.3,8
1767087815.49623,NSE_FO|NIFTY,19610.59,6
1767087816.011342,NSE_FO|NIFTY,19611.65,5
1767087816.5229669,NSE_FO|NIFTY,19611.1,1
1767087817.024601,NSE_FO|NIFTY,19609.31,10
1767087817.5282195,NSE_FO|NIFTY,19611.72,5
1767087818.036017,NSE_FO|NIFTY,19612.32,10
1767087818.5413527,NSE_FO|NIFTY,19614.31,4
1767087819.0427377,NSE_FO|NIFTY,19616.29,7
1767087819.551741,NSE_FO|NIFTY,19617.56,10
1767087820.0587316,NSE_FO|NIFTY,19616.27,7
1767087820.562427,NSE_FO|NIFTY,19615.8,7
1767087821.0649512,NSE_FO|NIFTY,19615.84,1
1767087821.578927,NSE_FO|NIFTY,19617.24,5
1767087822.0961187,NSE_FO|NIFTY,19616.7,2
1767087822.612854,NSE_FO|NIFTY,19618.14,10
1767087823.1140654,NSE_FO|NIFTY,19620.09,2
1767087823.6183724,NSE_FO|NIFTY,19619.45,7
1767087824.120833,NSE_FO|NIFTY,19620.82,7
1767087824.6290135,NSE_FO|NIFTY,19623.82,3
1767087825.1304998,NSE_FO|NIFTY,19625.97,4
1767087825.6456459,NSE_FO|NIFTY,19625.93,10
1767087826.1485555,NSE_FO|NIFTY,19626.52,9
1767087951.3744695,NSE_FO|NIFTY,19503.02,1
1767087951.8885114,NSE_FO|NIFTY,19504.09,6
1767087952.4011233,NSE_FO|NIFTY,19502.94,4
1767087952.90906,NSE_FO|NIFTY,19504.96,7
1767087953.422395,NSE_FO|NIFTY,19505.36,10
1767087953.9359865,NSE_FO|NIFTY,19507.23,9
1767087954.4437323,NSE_FO|NIFTY,19506.15,1
1767087954.9530923,NSE_FO|NIFTY,19506.98,9
1767087955.4561331,NSE_FO|NIFTY,19505.62,5
1767087955.9660287,NSE_FO|NIFTY,19504.11,1
1767087956.477414,NSE_FO|NIFTY,19505.11,4
1767087956.9884794,NSE_FO|NIFTY,19507.85,1
1767087957.5035565,NSE_FO|NIFTY,19508.59,3
1767087958.0076835,NSE_FO|NIFTY,19507.72,9
1767087958.5235386,NSE_FO|NIFTY,19506.41,2
1767087959.0384932,NSE_FO|NIFTY,19508.96,9
1767087959.5419965,NSE_FO|NIFTY,19507.32,3
1767087960.0494392,NSE_FO|NIFTY,19506.55,4
1767087960.5548863,NSE_FO|NIFTY,19507.93,2
1767087961.0589483,NSE_FO|NIFTY,19506.88,1
1767087961.5673645,NSE_FO|NIFTY,19509.79,10
1767087962.0747685,NSE_FO|NIFTY,19508.48,8
1767087962.5786717,NSE_FO|NIFTY,19506.87,7
1767087963.088165,NSE_FO|NIFTY,19505.47,2
1767087963.599654,NSE_FO|NIFTY,19504.72,9
1767087964.1103995,NSE_FO|NIFTY,19503.02,10
1767087964.620235,NSE_FO|NIFTY,19505.49,5
1767087965.1292758,NSE_FO|NIFTY,19508.27,2
1767087965.6533523,NSE_FO|NIFTY,19508.34,10
1767087966.1561458,NSE_FO|NIFTY,19511.04,7
1767087966.6642737,NSE_FO|NIFTY,19513.56,1
1767087967.18177,NSE_FO|NIFTY,19515.72,3
1767087967.6989067,NSE_FO|NIFTY,19513.72,1
1767087968.2052991,NSE_FO|NIFTY,19515.21,3
1767087968.7135012,NSE_FO|NIFTY,19517.95,9
1767087969.2178195,NSE_FO|NIFTY,19516.63,1
1767087969.7348578,NSE_FO|NIFTY,19518.71,2
1767087970.2375274,NSE_FO|NIFTY,19518.62,5
1767087970.749988,NSE_FO|NIFTY,19516.86,7
1767087971.267386,NSE_FO|NIFTY,19514.9,10
1767087971.7823937,NSE_FO|NIFTY,19517.41,7
1767087972.2969344,NSE_FO|NIFTY,19519.45,7
1767087972.802935,NSE_FO|NIFTY,19521.69,1
1767087973.3213143,NSE_FO|NIFTY,19519.72,6
1767087974.4643269,NSE_FO|NIFTY,19520.89,5
1767087975.2474763,NSE_FO|NIFTY,19520.29,6
1767087975.8247778,NSE_FO|NIFTY,19520.58,10
1767087976.3409042,NSE_FO|NIFTY,19518.69,7
1767087976.8591113,NSE_FO|NIFTY,19518.57,2
1767087977.3854136,NSE_FO|NIFTY,19517.25,2
1767087978.1822126,NSE_FO|NIFTY,19519.45,7
1767087978.7081728,NSE_FO|NIFTY,19519.24,2
1767087979.2116556,NSE_FO|NIFTY,19520.1,6
1767087979.7248886,NSE_FO|NIFTY,19520.59,10
1767087980.2370827,NSE_FO|NIFTY,19520.46,5
1767087980.7443542,NSE_FO|NIFTY,19520.9,1
1767087981.2598898,NSE_FO|NIFTY,19520.88,8
1767087981.7762353,NSE_FO|NIFTY,19519.68,2
1767087982.2786007,NSE_FO|NIFTY,19519.82,6
1767087982.7941732,NSE_FO|NIFTY,19518.18,4
1767087983.296698,NSE_FO|NIFTY,19517.51,6
1767087983.810588,NSE_FO|NIFTY,19516.81,9
1767087984.3144202,NSE_FO|NIFTY,19515.99,9
1767087984.8201807,NSE_FO|NIFTY,19516.89,7
1767087985.336459,NSE_FO|NIFTY,19516.75,3
1767087986.1069775,NSE_FO|NIFTY,19517.95,8
1767087986.7703822,NSE_FO|NIFTY,19518.79,8
1767087987.272728,NSE_FO|NIFTY,19520.1,5
1767087987.7756324,NSE_FO|NIFTY,19523.02,9
1767087988.2870502,NSE_FO|NIFTY,19523.23,7
1767087988.799995,NSE_FO|NIFTY,19522.62,9
1767087989.3176265,NSE_FO|NIFTY,19524.96,2
1767087989.8223286,NSE_FO|NIFTY,19524.86,2
1767087990.3346794,NSE_FO|NIFTY,19524.55,5
1767087990.8522768,NSE_FO|NIFTY,19526.31,7
1767087991.3684735,NSE_FO|NIFTY,19526.7,3
1767087991.8757389,NSE_FO|NIFTY,19528.77,5
1767087992.3785555,NSE_FO|NIFTY,19528.73,2
1767087992.8928723,NSE_FO|NIFTY,19530.7,8
1767087993.4001305,NSE_FO|NIFTY,19531.13,6
1767087994.0658963,NSE_FO|NIFTY,19529.74,1
1767087994.6617692,NSE_FO|NIFTY,19528.52,9
1767087995.1754992,NSE_FO|NIFTY,19528.71,10
1767087995.6942303,NSE_FO|NIFTY,19527.5,2
1767087996.5668452,NSE_FO|NIFTY,19529.68,7
1767087997.3895957,NSE_FO|NIFTY,19530.5,8
1767087998.1113565,NSE_FO|NIFTY,19530.17,9
1767087998.8240354,NSE_FO|NIFTY,19528.89,10
1767087999.4413755,NSE_FO|NIFTY,19530.28,9
1767087999.97711,NSE_FO|NIFTY,19529.22,6
1767088000.488173,NSE_FO|NIFTY,19527.5,2
1767088000.991299,NSE_FO|NIFTY,19529.57,5
1767088001.4965534,NSE_FO|NIFTY,19529.19,3
1767088001.999787,NSE_FO|NIFTY,19528.82,2
1767088002.50854,NSE_FO|NIFTY,19531.42,3
1767088003.0225306,NSE_FO|NIFTY,19529.48,3
1767088003.5251877,NSE_FO|NIFTY,19529.8,3
1767088004.0282717,NSE_FO|NIFTY,19529.47,8
1767088004.5377424,NSE_FO|NIFTY,19531.0,5
1767088005.05376,NSE_FO|NIFTY,19529.45,10
1767088005.5572538,NSE_FO|NIFTY,19530.85,3
1767088006.0598977,NSE_FO|NIFTY,19529.35,5
1767088006.568372,NSE_FO|NIFTY,19527.91,10
1767088007.0736127,NSE_FO|NIFTY,19529.01,8
1767088007.5782592,NSE_FO|NIFTY,19528.4,5
1767088008.0944352,NSE_FO|NIFTY,19529.47,1
1767088008.6107304,NSE_FO|NIFTY,19528.53,1
1767088009.1185944,NSE_FO|NIFTY,19529.01,8
1767088009.6284251,NSE_FO|NIFTY,19529.71,1
1767088010.1343534,NSE_FO|NIFTY,19531.63,7
1767088010.6427162,NSE_FO|NIFTY,19534.5,1
1767088011.1520908,NSE_FO|NIFTY,19534.45,1
1767088011.6650097,NSE_FO|NIFTY,19532.89,2
1767088012.1702423,NSE_FO|NIFTY,19535.04,1
1767088012.6747265,NSE_FO|NIFTY,19537.48,8
1767088013.1856906,NSE_FO|NIFTY,19538.57,9
1767088013.6878185,NSE_FO|NIFTY,19538.77,4
1767088014.2023013,NSE_FO|NIFTY,19536.94,3
1767088014.7194474,NSE_FO|NIFTY,19538.1,7
1767088015.2214787,NSE_FO|NIFTY,19537.38,6
1767088015.7340508,NSE_FO|NIFTY,19538.04,7
1767088016.236132,NSE_FO|NIFTY,19539.47,4
1767088016.7512279,NSE_FO|NIFTY,19540.46,5
1767088017.2551303,NSE_FO|NIFTY,19541.08,7
1767088017.768447,NSE_FO|NIFTY,19542.99,2
1767088018.2701397,NSE_FO|NIFTY,19542.12,6
1767088018.773234,NSE_FO|NIFTY,19541.33,10
1767088019.2778773,NSE_FO|NIFTY,19541.99,1
1767088019.7905629,NSE_FO|NIFTY,19542.98,6
1767088020.3053555,NSE_FO|NIFTY,19545.26,10
1767088020.8088603,NSE_FO|NIFTY,19544.58,10
1767088021.3190365,NSE_FO|NIFTY,19543.98,3
1767088021.8229172,NSE_FO|NIFTY,19545.84,7
1767088022.3380945,NSE_FO|NIFTY,19544.83,3
1767088022.8468862,NSE_FO|NIFTY,19547.8,3
1767088023.3613563,NSE_FO|NIFTY,19546.91,7
1767088023.8739583,NSE_FO|NIFTY,19545.56,3
1767088024.3779774,NSE_FO|NIFTY,19548.22,3
1767088024.891703,NSE_FO|NIFTY,19548.04,9
1767088025.3961644,NSE_FO|NIFTY,19547.6,3
1767088025.8986516,NSE_FO|NIFTY,19548.65,2
1767088026.4120936,NSE_FO|NIFTY,19547.54,1
1767088026.9150915,NSE_FO|NIFTY,19549.31,8
1767088027.420567,NSE_FO|NIFTY,19550.28,2
1767088027.9259927,NSE_FO|NIFTY,19550.71,10
1767088028.4297671,NSE_FO|NIFTY,19548.77,1
1767088028.9331741,NSE_FO|NIFTY,19547.46,7
1767088029.4416652,NSE_FO|NIFTY,19548.86,10
1767088029.9473398,NSE_FO|NIFTY,19547.02,8
1767088030.4612002,NSE_FO|NIFTY,19546.63,1
1767088030.965912,NSE_FO|NIFTY,19547.16,5
1767088031.4825926,NSE_FO|NIFTY,19548.08,1
1767088031.98662,NSE_FO|NIFTY,19550.81,1
1767088032.5020015,NSE_FO|NIFTY,19552.94,6
1767088033.0187995,NSE_FO|NIFTY,19551.67,1
1767088033.5317156,NSE_FO|NIFTY,19550.35,6
1767088034.0375936,NSE_FO|NIFTY,19551.03,5
1767088034.5525541,NSE_FO|NIFTY,19551.82,4
1767088035.0659785,NSE_FO|NIFTY,19552.12,6
1767088035.5710046,NSE_FO|NIFTY,19551.21,5
1767088036.0740879,NSE_FO|NIFTY,19552.19,4
1767088036.584082,NSE_FO|NIFTY,19550.21,1
1767088037.096476,NSE_FO|NIFTY,19550.18,5
1767088037.6012287,NSE_FO|NIFTY,19549.97,6
1767088038.1158977,NSE_FO|NIFTY,19549.3,5
1767088038.6234446,NSE_FO|NIFTY,19548.11,10
1767088039.1245341,NSE_FO|NIFTY,19550.54,5
1767088039.630192,NSE_FO|NIFTY,19550.82,5
1767088040.141023,NSE_FO|NIFTY,19551.32,3
1767088040.6580322,NSE_FO|NIFTY,19552.3,7
1767088041.1612055,NSE_FO|NIFTY,19551.81,3
1767088041.6729403,NSE_FO|NIFTY,19550.16,10
1767088042.1866927,NSE_FO|NIFTY,19550.41,3
1767088042.6928828,NSE_FO|NIFTY,19552.7,7
1767088043.206773,NSE_FO|NIFTY,19553.46,4
1767088043.70902,NSE_FO|NIFTY,19555.7,10
1767088044.2133136,NSE_FO|NIFTY,19557.49,10
1767088044.7214997,NSE_FO|NIFTY,19555.83,6
1767088045.2273786,NSE_FO|NIFTY,19555.61,7
1767088045.7313783,NSE_FO|NIFTY,19555.54,9
1767088046.2382255,NSE_FO|NIFTY,19554.23,7
1767088046.746951,NSE_FO|NIFTY,19553.02,1
1767088047.2565916,NSE_FO|NIFTY,19555.44,10
1767088047.765069,NSE_FO|NIFTY,19557.64,9
1767088048.2810762,NSE_FO|NIFTY,19556.51,10
1767088048.7972908,NSE_FO|NIFTY,19559.17,3
1767088049.2990835,NSE_FO|NIFTY,19560.29,7
1767088049.8076398,NSE_FO|NIFTY,19558.77,4
1767088050.3157508,NSE_FO|NIFTY,19558.0,4
1767088050.8223631,NSE_FO|NIFTY,19559.62,6
1767088051.334386,NSE_FO|NIFTY,19559.69,8
1767088051.8471398,NSE_FO|NIFTY,19559.84,10
1767088052.3486977,NSE_FO|NIFTY,19559.9,7
1767088052.8508346,NSE_FO|NIFTY,19558.19,5
1767088053.3599641,NSE_FO|NIFTY,19561.08,2
1767088053.8667846,NSE_FO|NIFTY,19560.6,4
1767088054.3736706,NSE_FO|NIFTY,19561.22,1
1767088054.8885057,NSE_FO|NIFTY,19560.08,9
1767088055.4042463,NSE_FO|NIFTY,19560.95,7
1767088055.9153275,NSE_FO|NIFTY,19563.76,5
1767088056.4308162,NSE_FO|NIFTY,19561.9,7
1767088056.9384234,NSE_FO|NIFTY,19562.04,10
1767088057.442812,NSE_FO|NIFTY,19564.23,8
1767088057.9511068,NSE_FO|NIFTY,19564.97,2
