Timestamp,Event_Type,Data_Hash,Raw_Data
2025-12-26T16:55:15.407946,ORDER_EXEC,-6658981586530399684,"{'status': 'FILLED', 'order_id': 'PAPER_511582.0815196', 'price': 19578.85, 'avg_price': 19578.85, 'quantity': 50}"
2025-12-26T16:55:16.308959,SIGNAL,5187601012033547415,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19588.23, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:16.309309,ORDER_VAL,8969495309545065098,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19588.23, 'type': 'MARKET'}"
2025-12-26T16:55:16.424972,ORDER_EXEC,4552087053572378163,"{'status': 'FILLED', 'order_id': 'PAPER_511583.098839', 'price': 19588.23, 'avg_price': 19588.23, 'quantity': 50}"
2025-12-26T16:55:16.809900,SIGNAL,-8470059109814139569,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19602.75, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:16.810634,ORDER_VAL,-2316462400999708199,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19602.75, 'type': 'MARKET'}"
2025-12-26T16:55:16.925141,ORDER_EXEC,7562750229611846628,"{'status': 'FILLED', 'order_id': 'PAPER_511583.5990346', 'price': 19602.75, 'avg_price': 19602.75, 'quantity': 50}"
2025-12-26T16:55:17.308913,SIGNAL,9093248216883933184,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19601.09, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:17.309478,ORDER_VAL,3850672228062319014,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19601.09, 'type': 'MARKET'}"
2025-12-26T16:55:17.424254,ORDER_EXEC,-3200085546604040211,"{'status': 'FILLED', 'order_id': 'PAPER_511584.0985664', 'price': 19601.09, 'avg_price': 19601.09, 'quantity': 50}"
2025-12-26T16:55:28.418450,SIGNAL,-193873773895374787,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19658.07, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:28.419744,ORDER_VAL,-7112159311460692180,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19658.07, 'type': 'MARKET'}"
2025-12-26T16:55:28.536212,ORDER_EXEC,5644956915985598132,"{'status': 'FILLED', 'order_id': 'PAPER_511595.2090536', 'price': 19658.07, 'avg_price': 19658.07, 'quantity': 50}"
2025-12-26T16:55:29.423729,SIGNAL,4914269819453343739,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19663.75, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:29.429026,ORDER_VAL,-113898912389796261,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19663.75, 'type': 'MARKET'}"
2025-12-26T16:55:29.541883,ORDER_EXEC,-2024759494762497125,"{'status': 'FILLED', 'order_id': 'PAPER_511596.2099684', 'price': 19663.75, 'avg_price': 19663.75, 'quantity': 50}"
2025-12-26T16:55:29.920798,SIGNAL,-7920964563557166617,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19673.1, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:29.921369,ORDER_VAL,3729030524947240925,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19673.1, 'type': 'MARKET'}"
2025-12-26T16:55:30.037465,ORDER_EXEC,-705280299931203287,"{'status': 'FILLED', 'order_id': 'PAPER_511596.7102844', 'price': 19673.1, 'avg_price': 19673.1, 'quantity': 50}"
2025-12-26T16:55:30.421881,SIGNAL,-6098751787447782430,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19683.01, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:30.422242,ORDER_VAL,363312112880479539,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19683.01, 'type': 'MARKET'}"
2025-12-26T16:55:30.536947,ORDER_EXEC,-6722730985489035999,"{'status': 'FILLED', 'order_id': 'PAPER_511597.2106933', 'price': 19683.01, 'avg_price': 19683.01, 'quantity': 50}"
2025-12-26T16:55:30.936985,SIGNAL,5063918921472908047,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19684.23, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:30.937630,ORDER_VAL,488129750456431146,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19684.23, 'type': 'MARKET'}"
2025-12-26T16:55:31.054126,ORDER_EXEC,9218753619277074829,"{'status': 'FILLED', 'order_id': 'PAPER_511597.7278426', 'price': 19684.23, 'avg_price': 19684.23, 'quantity': 50}"
2025-12-26T16:55:31.437851,SIGNAL,162737895486238778,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19696.43, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:31.438278,ORDER_VAL,-1208966143333629578,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19696.43, 'type': 'MARKET'}"
2025-12-26T16:55:31.554012,ORDER_EXEC,5904408584346585043,"{'status': 'FILLED', 'order_id': 'PAPER_511598.2282265', 'price': 19696.43, 'avg_price': 19696.43, 'quantity': 50}"
2025-12-26T16:55:31.937966,SIGNAL,-4302156574837972905,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19696.54, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:31.938306,ORDER_VAL,3635184423848646299,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19696.54, 'type': 'MARKET'}"
2025-12-26T16:55:32.052370,ORDER_EXEC,-3725846901344683921,"{'status': 'FILLED', 'order_id': 'PAPER_511598.7255353', 'price': 19696.54, 'avg_price': 19696.54, 'quantity': 50}"
2025-12-26T16:55:32.454093,SIGNAL,4753704579401432210,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19693.9, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:32.454898,ORDER_VAL,-7764137841810958925,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19693.9, 'type': 'MARKET'}"
2025-12-26T16:55:32.573484,ORDER_EXEC,5688561341745959695,"{'status': 'FILLED', 'order_id': 'PAPER_511599.2456901', 'price': 19693.9, 'avg_price': 19693.9, 'quantity': 50}"
2025-12-26T16:55:32.969737,SIGNAL,2236311774612989923,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19691.62, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:32.970125,ORDER_VAL,3327837519455817121,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19691.62, 'type': 'MARKET'}"
2025-12-26T16:55:33.072458,ORDER_EXEC,9085880248440359147,"{'status': 'FILLED', 'order_id': 'PAPER_511599.7462271', 'price': 19691.62, 'avg_price': 19691.62, 'quantity': 50}"
2025-12-26T16:55:46.099580,SIGNAL,-9208873630417554664,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19750.09, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:46.099889,ORDER_VAL,4974697521769047187,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19750.09, 'type': 'MARKET'}"
2025-12-26T16:55:46.218898,ORDER_EXEC,1730864820646377895,"{'status': 'FILLED', 'order_id': 'PAPER_511612.8892905', 'price': 19750.09, 'avg_price': 19750.09, 'quantity': 50}"
2025-12-26T16:55:46.600935,SIGNAL,-2297711832896501544,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19752.65, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:46.601684,ORDER_VAL,7900813271959606205,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19752.65, 'type': 'MARKET'}"
2025-12-26T16:55:46.715804,ORDER_EXEC,3179808279948919637,"{'status': 'FILLED', 'order_id': 'PAPER_511613.3893728', 'price': 19752.65, 'avg_price': 19752.65, 'quantity': 50}"
2025-12-26T16:55:48.101359,SIGNAL,-2349314355508335199,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19768.39, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:48.102707,ORDER_VAL,-4845338878122857894,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19768.39, 'type': 'MARKET'}"
2025-12-26T16:55:48.218914,ORDER_EXEC,618572409452510196,"{'status': 'FILLED', 'order_id': 'PAPER_511614.8919808', 'price': 19768.39, 'avg_price': 19768.39, 'quantity': 50}"
2025-12-26T16:55:48.602034,SIGNAL,490385774751104256,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19770.88, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:48.602617,ORDER_VAL,4134024942379323700,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19770.88, 'type': 'MARKET'}"
2025-12-26T16:55:48.720695,ORDER_EXEC,-2959684492662514454,"{'status': 'FILLED', 'order_id': 'PAPER_511615.393372', 'price': 19770.88, 'avg_price': 19770.88, 'quantity': 50}"
2025-12-26T16:55:49.108232,SIGNAL,-6488341575796679625,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19772.06, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:49.112148,ORDER_VAL,-5697761335764062879,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19772.06, 'type': 'MARKET'}"
2025-12-26T16:55:49.223577,ORDER_EXEC,1892717001680755640,"{'status': 'FILLED', 'order_id': 'PAPER_511615.8928698', 'price': 19772.06, 'avg_price': 19772.06, 'quantity': 50}"
2025-12-26T16:55:49.620090,SIGNAL,-561611328918199989,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'price': 19780.16, 'quantity': 50, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:49.620940,ORDER_VAL,-6507804521683331381,"{'symbol': 'NSE_FO|NIFTY23OCT19500CE', 'action': 'BUY', 'quantity': 50, 'price': 19780.16, 'type': 'MARKET'}"
2025-12-26T16:55:49.734228,ORDER_EXEC,-131858188814401442,"{'status': 'FILLED', 'order_id': 'PAPER_511616.4085123', 'price': 19780.16, 'avg_price': 19780.16, 'quantity': 50}"
2025-12-26T16:55:50.119979,SIGNAL,-4438220837384422845,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19785.42, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:50.621429,SIGNAL,7223489346506590926,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19793.25, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:51.137250,SIGNAL,9120025215999462349,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19798.42, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:51.638286,SIGNAL,-4547919506838694627,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19799.2, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:55:52.140130,SIGNAL,8219595027404348031,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19803.29, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:03.733718,SIGNAL,1020380277870976244,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19849.03, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:04.748665,SIGNAL,7081027113572456536,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19861.71, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:05.257013,SIGNAL,6387488555485425015,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19864.43, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:33.609031,SIGNAL,5986899361443391638,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19948.31, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:35.622145,SIGNAL,-9154101327590013196,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 19960.82, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:45.733901,SIGNAL,-7826129321400907155,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20004.74, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:55.892393,SIGNAL,8878087904956871699,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20056.74, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:56.404666,SIGNAL,4406776937729879204,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20068.28, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:57.926216,SIGNAL,7888580812285515787,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20067.69, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:58.438568,SIGNAL,7426246057229024563,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20073.64, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:56:58.941431,SIGNAL,-617839218375909854,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20080.75, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:15.091449,SIGNAL,6247281051987727550,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20176.99, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:15.604325,SIGNAL,-2341571362547414602,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20190.63, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:16.613851,SIGNAL,-2075160789714813921,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20195.7, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:17.123609,SIGNAL,-4477229764891038421,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20208.96, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:17.637795,SIGNAL,4090433374225889891,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20210.94, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:18.143203,SIGNAL,4791619136245346118,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20225.3, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:18.645622,SIGNAL,8242586714268144839,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20219.47, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:19.158357,SIGNAL,374904496641372533,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20233.78, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:19.658473,SIGNAL,-6718932752601265318,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20236.18, 'quantity': 150, 'reason': 'MOMENTUM'}"
2025-12-26T16:57:20.163120,SIGNAL,6137903633983703052,"{'action': 'BUY', 'symbol': 'NSE_FO|NIFTY', 'price': 20233.17, 'quantity': 150, 'reason': 'MOMENTUM'}"
